,Giving,Internet usage,God,Loss of interest,Unpopularity,Writing notes,Self-criticism,Finding lost valuables,Dreams,Workaholism,Energy levels,Parents' advice,Small - big dogs,Interests or hobbies,Lying,Borrowed stuff,Personality,Mood swings,Punctuality,Friends versus money,Decision making,Responding to a serious letter,Judgment calls,Reliability,Socializing,Achievements,Happiness in life,Changing the past,Daily events,New environment,Assertiveness,Elections,Hypochondria,Children,Compassion to animals,Loneliness,Fake,Empathy,Smoking,Alcohol,Healthy eating,Flying,Storm,Darkness,Heights,Spiders,Snakes,Rats,Ageing,Dangerous dogs,Fear of public speaking,Music,Slow songs or fast songs,Dance,Folk,Country,Classical music,Musical,Pop,Rock,Metal or Hardrock,Punk,"Hiphop, Rap","Reggae, Ska","Swing, Jazz",Rock n roll,Alternative,Latino,"Techno, Trance",Opera,History,Psychology,Politics,Mathematics,Physics,Internet,PC,Economy Management,Biology,Chemistry,Reading,Geography,Foreign languages,Medicine,Law,Cars,Art exhibitions,Religion,"Countryside, outdoors",Dancing,Musical instruments,Writing,Passive sport,Active sport,Gardening,Celebrities,Shopping,Science and technology,Theatre,Fun with friends,Adrenaline sports,Pets
121,5.0,2.0,5.0,3.0,4.0,1.0,5.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,1.0,3.0,4.0,5.0,4.0,1.0,5.0,2.0,3.0,3.0,3.0,4.0,5.0,1.0,1.0,1.0,3.0,2.0,4.0,5.0,5.0,3.0,5.0,5.0,1.0,5.0,4.0,5.0,3.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,3.0,4.0,1.0,1.0,1.0,5.0,2.0,1.0,4.0,4.0,2.0,1.0,3.0,4.0,3.0,2.0,3.0,3.0,4.0,3.0,5.0,3.0,3.0,1.0,1.0,4.0,5.0,3.0,3.0,5.0,2.0,4.0
122,1.0,2.0,5.0,3.0,3.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,4.0,2.0,5.0,3.0,3.0,1.0,5.0,3.0,4.0,5.0,4.0,3.0,2.0,3.0,4.0,2.0,4.0,3.0,1.0,1.0,3.0,2.0,4.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,1.0,4.0,2.0,1.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,2.0,5.0,1.0,3.0,1.0,4.0
123,3.0,2.0,1.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,3.0,4.0,2.0,5.0,5.0,3.0,5.0,2.0,4.0,4.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,5.0,3.0,2.0,3.0,4.0,3.0,4.0,2.0,5.0,3.0,3.0,1.0,2.0,4.0,4.0,4.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,1.0,5.0,4.0,2.0,1.0,1.0,5.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,2.0,4.0,4.0,5.0,4.0,3.0
124,5.0,2.0,1.0,1.0,3.0,4.0,3.0,1.0,3.0,5.0,3.0,4.0,3.0,2.0,2.0,2.0,4.0,4.0,1.0,3.0,3.0,4.0,4.0,4.0,2.0,4.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,4.0,3.0,4.0,2.0,2.0,1.0,2.0,4.0,5.0,1.0,1.0,2.0,4.0,4.0,4.0,2.0,3.0,1.0,4.0,5.0,2.0,2.0,4.0,2.0,5.0,4.0,5.0,4.0,2.0,4.0,2.0,2.0,3.0,1.0,5.0,1.0,1.0,4.0,2.0,2.0,5.0,2.0,4.0,4.0,5.0,2.0,2.0,5.0,4.0,4.0,3.0,3.0,4.0,1.0,1.0,4.0,4.0,1.0,1.0,5.0,4.0,4.0,4.0,5.0,3.0,3.0,3.0,1.0,5.0
125,4.0,2.0,5.0,2.0,5.0,2.0,4.0,3.0,3.0,3.0,4.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,4.0,4.0,4.0,3.0,3.0,2.0,4.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,5.0,5.0,5.0,2.0,5.0,2.0,5.0,3.0,3.0,2.0,1.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,2.0,1.0,3.0,3.0,3.0,3.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,4.0,2.0,5.0,5.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,4.0,2.0,2.0,5.0,2.0,5.0
126,1.0,3.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,5.0,4.0,2.0,1.0,3.0,2.0,4.0,3.0,4.0,3.0,5.0,2.0,1.0,4.0,4.0,3.0,4.0,4.0,1.0,4.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,1.0,5.0,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,1.0,2.0,2.0,4.0,2.0,5.0,3.0,3.0,5.0,2.0,3.0,3.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,5.0,5.0,2.0,3.0,4.0,5.0,2.0,4.0,3.0,3.0,2.0,4.0,4.0,4.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,3.0,4.0,2.0
127,5.0,1.0,5.0,3.0,3.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,5.0,4.0,2.0,5.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,4.0,5.0,4.0,3.0,3.0,3.0,5.0,3.0,2.0,2.0,5.0,5.0,3.0,2.0,5.0,4.0,3.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,3.0,2.0,4.0,5.0,3.0,3.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,5.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,5.0,1.0,1.0,5.0,3.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,4.0,5.0,2.0,3.0,5.0,5.0,3.0
128,3.0,2.0,5.0,4.0,4.0,3.0,4.0,5.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,5.0,3.0,4.0,3.0,3.0,1.0,3.0,5.0,4.0,5.0,2.0,3.0,5.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,5.0,4.0,1.0,3.0,2.0,5.0,3.0,3.0,1.0,1.0,3.0,1.0,3.0,2.0,1.0,1.0,4.0,3.0,5.0,3.0,4.0,3.0,3.0,2.0,3.0,5.0,2.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,4.0,3.0,3.0,5.0,2.0,1.0,4.0,5.0,2.0,3.0,3.0,4.0,1.0,3.0,1.0,1.0,5.0,3.0,1.0,3.0,1.0,1.0
129,2.0,2.0,4.0,2.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,2.0,5.0,3.0,5.0,3.0,2.0,2.0,5.0,4.0,3.0,5.0,5.0,3.0,1.0,5.0,1.0,3.0,4.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,4.0,5.0,3.0,3.0,2.0,5.0,5.0,5.0,4.0,5.0,1.0,5.0,3.0,2.0,3.0,4.0,4.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,3.0,2.0,5.0,5.0,4.0,5.0,3.0,5.0,2.0,5.0,5.0,3.0,1.0,3.0,5.0,5.0,5.0,5.0,2.0
130,3.0,2.0,1.0,1.0,2.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,5.0,5.0,2.0,2.0,4.0,2.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,2.0,3.0,4.0,4.0,2.0,3.0,2.0,4.0,2.0,1.0,3.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,3.0,2.0,4.0,3.0,5.0,3.0,3.0,1.0,2.0,5.0,5.0,2.0,2.0,2.0,2.0,3.0,2.0,3.0,2.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,2.0,1.0,4.0,3.0,2.0,3.0,5.0,3.0,1.0,4.0,2.0,1.0,1.0,5.0,5.0,1.0,2.0,3.0,5.0,5.0,5.0,5.0,4.0
131,1.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,3.0,3.0,3.0,2.0,3.0,2.0,3.0,1.0,2.0,3.0,4.0,2.0,3.0,1.0,2.0,2.0,3.0,2.0,4.0,3.0,1.0,3.0,3.0,2.0,3.0,2.0,2.0,2.0,1.0,5.0,3.0,1.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,5.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,2.0,1.0,4.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,5.0,5.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,3.0,1.0,5.0
132,3.0,2.0,1.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,5.0,3.0,1.0,5.0,3.0,5.0,4.0,2.0,1.0,4.0,3.0,1.0,4.0,4.0,4.0,4.0,4.0,2.0,3.0,5.0,4.0,4.0,1.0,4.0,4.0,3.0,1.0,4.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,4.0,4.0,1.0,2.0,3.0,3.0,5.0,4.0,2.0,3.0,4.0,4.0,3.0,4.0,3.0,5.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,5.0,5.0,4.0,1.0,2.0,2.0,3.0,4.0,1.0,4.0,5.0,3.0,2.0,3.0,5.0,1.0,1.0,4.0,5.0,1.0,2.0,3.0,5.0,2.0,5.0,4.0,2.0
133,4.0,2.0,4.0,4.0,4.0,2.0,3.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,3.0,3.0,4.0,3.0,2.0,2.0,2.0,3.0,2.0,3.0,3.0,3.0,4.0,4.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,3.0,3.0,2.0,2.0,3.0,3.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,5.0,5.0,4.0,1.0,1.0,3.0,2.0,4.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,2.0,5.0,5.0,1.0,2.0,2.0,5.0,1.0,5.0,1.0,2.0,2.0,2.0,1.0,1.0,3.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,4.0,5.0
134,3.0,2.0,2.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,3.0,1.0,5.0,3.0,4.0,3.0,2.0,3.0,1.0,2.0,1.0,5.0,5.0,5.0,3.0,4.0,2.0,5.0,5.0,5.0,5.0,1.0,5.0,3.0,1.0,1.0,5.0,4.0,2.0,2.0,1.0,1.0,1.0,4.0,5.0,4.0,2.0,5.0,5.0,1.0,5.0,5.0,2.0,2.0,2.0,1.0,1.0,2.0,5.0,1.0,5.0,3.0,5.0,2.0,5.0,5.0,1.0,1.0,1.0,5.0,4.0,5.0,1.0,1.0,4.0,1.0,2.0,3.0,1.0,5.0,5.0,5.0,3.0,4.0,1.0,1.0,2.0,2.0,3.0,1.0,3.0,5.0,5.0,1.0,3.0,5.0,5.0,3.0,5.0,5.0,2.0
135,5.0,3.0,5.0,4.0,4.0,2.0,3.0,1.0,3.0,3.0,3.0,3.0,3.0,2.0,3.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,4.0,5.0,2.0,4.0,4.0,1.0,3.0,3.0,2.0,1.0,1.0,5.0,4.0,4.0,2.0,5.0,4.0,2.0,3.0,3.0,3.0,4.0,2.0,5.0,3.0,1.0,1.0,3.0,2.0,5.0,3.0,2.0,1.0,1.0,5.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,2.0,2.0,4.0,1.0,4.0,1.0,2.0,5.0,3.0,1.0,1.0,5.0,1.0,2.0,4.0,2.0,5.0,3.0,2.0,2.0,2.0,3.0,3.0,1.0,2.0,3.0,1.0,1.0,5.0,3.0,2.0,5.0,3.0,2.0,4.0,5.0,2.0,5.0
136,4.0,2.0,2.0,3.0,4.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,2.0,3.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,2.0,4.0,4.0,1.0,4.0,3.0,4.0,3.0,4.0,2.0,2.0,4.0,1.0,5.0,4.0,1.0,3.0,3.0,2.0,1.0,3.0,3.0,5.0,3.0,3.0,3.0,2.0,3.0,3.0,4.0,4.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,2.0,3.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,1.0,5.0,5.0,5.0,2.0,1.0,3.0,3.0,1.0,4.0,3.0,2.0,1.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,4.0,4.0
137,1.0,2.0,1.0,5.0,3.0,3.0,2.0,1.0,4.0,2.0,5.0,3.0,5.0,4.0,2.0,4.0,4.0,3.0,1.0,2.0,1.0,3.0,4.0,4.0,3.0,3.0,4.0,1.0,3.0,4.0,3.0,4.0,1.0,2.0,5.0,1.0,2.0,4.0,4.0,2.0,4.0,1.0,3.0,3.0,1.0,5.0,5.0,3.0,5.0,5.0,3.0,5.0,3.0,3.0,4.0,2.0,1.0,2.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,2.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,5.0,2.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,5.0,1.0,5.0,5.0,1.0,1.0,5.0,3.0,1.0
138,1.0,2.0,1.0,3.0,4.0,3.0,4.0,2.0,2.0,3.0,1.0,3.0,3.0,2.0,4.0,3.0,2.0,3.0,2.0,1.0,2.0,4.0,3.0,4.0,2.0,2.0,2.0,4.0,2.0,3.0,1.0,1.0,2.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,4.0,3.0,5.0,1.0,3.0,2.0,5.0,2.0,4.0,5.0,3.0,5.0,4.0,2.0,2.0,2.0,3.0,4.0,2.0,5.0,1.0,2.0,1.0,1.0,4.0,5.0,5.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,5.0,3.0,2.0,1.0,1.0,1.0,5.0,3.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,3.0,2.0,5.0,3.0,1.0,2.0
139,3.0,2.0,4.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,1.0,3.0,3.0,4.0,5.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,1.0,5.0,2.0,2.0,3.0,3.0,1.0,1.0,3.0,3.0,3.0,3.0,1.0,2.0,3.0,5.0,3.0,2.0,4.0,4.0,1.0,1.0,1.0,5.0,3.0,3.0,1.0,1.0,3.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,1.0,4.0,3.0,1.0,3.0,2.0,1.0,4.0,5.0,3.0,4.0,1.0,3.0,1.0,5.0,1.0,5.0,3.0,3.0,3.0,1.0,3.0,3.0,3.0,2.0,4.0,2.0,4.0
140,3.0,1.0,2.0,2.0,5.0,3.0,3.0,2.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,5.0,3.0,2.0,1.0,3.0,4.0,3.0,4.0,4.0,3.0,3.0,4.0,3.0,2.0,4.0,5.0,4.0,1.0,4.0,5.0,2.0,1.0,3.0,2.0,2.0,3.0,2.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,3.0,2.0,3.0,1.0,4.0,3.0,2.0,5.0,3.0,2.0,2.0,4.0,3.0,3.0,4.0,4.0,1.0,2.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,5.0,5.0,4.0,3.0,3.0,5.0,1.0,2.0,2.0,1.0,5.0,3.0,3.0,1.0,5.0,2.0,2.0,1.0,2.0,3.0,3.0,5.0,3.0,5.0
141,5.0,2.0,5.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,4.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,3.0,5.0,2.0,1.0,3.0,5.0,3.0,5.0,5.0,4.0,3.0,1.0,5.0,1.0,1.0,3.0,5.0,2.0,2.0,1.0,2.0,3.0,4.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,5.0,1.0,2.0,3.0,2.0,3.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,5.0,3.0,3.0,3.0,4.0,4.0,5.0,3.0,3.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,3.0,5.0,2.0,1.0,1.0,1.0,5.0,4.0,4.0,1.0,5.0,2.0,5.0,5.0,5.0
142,5.0,2.0,3.0,3.0,5.0,3.0,2.0,4.0,4.0,3.0,5.0,4.0,3.0,4.0,3.0,5.0,3.0,2.0,1.0,5.0,2.0,3.0,4.0,4.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,2.0,1.0,5.0,5.0,3.0,2.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,2.0,1.0,2.0,5.0,5.0,5.0,4.0,3.0,4.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,3.0,3.0,2.0,3.0,5.0,4.0,5.0,5.0,3.0,3.0,3.0,5.0,3.0,1.0,4.0,3.0,3.0,4.0,3.0,5.0,1.0,2.0,2.0,2.0,5.0,3.0,1.0,2.0,1.0,5.0,2.0,1.0,2.0,3.0,3.0,3.0,5.0,5.0
143,4.0,2.0,5.0,2.0,1.0,3.0,2.0,4.0,3.0,3.0,4.0,3.0,3.0,5.0,3.0,4.0,4.0,3.0,2.0,4.0,4.0,3.0,3.0,5.0,4.0,3.0,4.0,1.0,3.0,4.0,4.0,5.0,1.0,5.0,4.0,2.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,5.0,3.0,3.0,3.0,3.0,3.0,5.0,4.0,3.0,1.0,1.0,3.0,3.0,5.0,5.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,4.0,5.0,2.0,5.0,5.0,1.0,1.0,4.0,4.0,2.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,4.0,3.0,3.0,5.0,1.0,5.0
144,2.0,2.0,4.0,2.0,2.0,5.0,4.0,4.0,2.0,5.0,4.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,3.0,4.0,5.0,4.0,2.0,4.0,5.0,2.0,5.0,2.0,3.0,5.0,1.0,3.0,4.0,2.0,1.0,4.0,1.0,2.0,3.0,2.0,1.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,2.0,5.0,3.0,4.0,2.0,2.0,4.0,4.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,4.0,1.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,5.0,3.0,2.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,3.0,3.0,3.0,3.0,5.0,2.0,4.0
145,2.0,2.0,3.0,4.0,4.0,5.0,5.0,1.0,3.0,5.0,2.0,2.0,3.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,2.0,3.0,2.0,3.0,2.0,2.0,5.0,2.0,2.0,4.0,3.0,4.0,3.0,4.0,5.0,4.0,3.0,4.0,5.0,2.0,3.0,3.0,4.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,3.0,3.0,3.0,3.0,2.0,1.0,4.0,5.0,4.0,3.0,2.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,5.0,3.0,5.0,1.0,5.0,2.0,3.0,4.0,1.0,1.0,3.0,4.0,1.0,5.0,4.0,3.0,5.0,4.0,1.0,1.0
146,4.0,2.0,5.0,2.0,5.0,5.0,5.0,2.0,3.0,4.0,4.0,4.0,3.0,2.0,2.0,4.0,4.0,5.0,1.0,5.0,2.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,2.0,5.0,3.0,5.0,2.0,5.0,3.0,3.0,2.0,4.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,3.0,3.0,1.0,5.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,5.0,2.0,2.0,1.0,4.0,5.0,4.0,5.0,2.0,1.0,2.0,2.0,4.0,2.0,4.0,3.0,4.0,2.0,4.0,3.0,2.0,3.0,3.0,4.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,3.0,3.0,2.0,3.0,4.0,2.0,3.0,5.0,4.0,1.0
147,1.0,3.0,4.0,5.0,1.0,1.0,5.0,1.0,3.0,1.0,1.0,2.0,4.0,4.0,4.0,5.0,3.0,5.0,1.0,1.0,1.0,4.0,5.0,4.0,2.0,3.0,1.0,1.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,5.0,3.0,4.0,4.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0,5.0,1.0,1.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,4.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,3.0,1.0,4.0,3.0,4.0,5.0,1.0,2.0,1.0,5.0,5.0,1.0,1.0,3.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,5.0
148,2.0,2.0,3.0,1.0,5.0,2.0,3.0,3.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,4.0,3.0,3.0,3.0,2.0,2.0,3.0,3.0,5.0,1.0,4.0,5.0,4.0,4.0,5.0,2.0,2.0,5.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,5.0,4.0,3.0,2.0,4.0,2.0,2.0,2.0,3.0,4.0,4.0,2.0,5.0,4.0,5.0,5.0,2.0,4.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,1.0,2.0,4.0,3.0,3.0,3.0,4.0,4.0,1.0,2.0,4.0,2.0,5.0,3.0,1.0,2.0,3.0,4.0,1.0,1.0,2.0,3.0,3.0,5.0,5.0,1.0
149,2.0,3.0,2.0,5.0,4.0,1.0,4.0,1.0,3.0,2.0,5.0,2.0,5.0,4.0,2.0,3.0,4.0,2.0,3.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,4.0,5.0,5.0,1.0,3.0,3.0,4.0,5.0,2.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,3.0,1.0,2.0,2.0,4.0,5.0,3.0,2.0,1.0,1.0,5.0,2.0,4.0,4.0,1.0,3.0,4.0,1.0,1.0,3.0,3.0,2.0,2.0,1.0,4.0,3.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,5.0,5.0,5.0,1.0,1.0,4.0,3.0,1.0,2.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,1.0,4.0,3.0,5.0,4.0,2.0
150,1.0,2.0,2.0,3.0,3.0,5.0,4.0,1.0,3.0,3.0,4.0,3.0,4.0,3.0,3.0,4.0,3.0,3.0,1.0,5.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,2.0,5.0,4.0,2.0,4.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,4.0,4.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,5.0,4.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,2.0,5.0,1.0,5.0,2.0,2.0,1.0,4.0,3.0,2.0,1.0,3.0,4.0,5.0,5.0,5.0,5.0
151,2.0,2.0,5.0,3.0,3.0,2.0,3.0,1.0,4.0,1.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,5.0,3.0,1.0,2.0,4.0,5.0,3.0,4.0,4.0,3.0,2.0,3.0,5.0,2.0,1.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,3.0,3.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,5.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,4.0,3.0,4.0,1.0,1.0,5.0,5.0,3.0,2.0,2.0,2.0,4.0,5.0,1.0,2.0,5.0,2.0,5.0,5.0,5.0,3.0,1.0,3.0,5.0,1.0,2.0,5.0,5.0,2.0,5.0,1.0,5.0
152,3.0,3.0,1.0,2.0,3.0,4.0,1.0,3.0,4.0,1.0,5.0,3.0,3.0,5.0,2.0,5.0,4.0,2.0,2.0,3.0,2.0,3.0,4.0,4.0,4.0,3.0,5.0,1.0,3.0,5.0,3.0,1.0,1.0,5.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,1.0,1.0,4.0,3.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,1.0,5.0,4.0,5.0,1.0,1.0,1.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,5.0,3.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0
